iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
293;21;1;42;2;11;21;11;11;11;11;262;0.095238095;0;0.095238095;26;2.904761905;16.61904762;19.28571429;22;16.42857143;10.52380952;10.38095238;0.285714286;5.619047619;6.571428571;6.761904762;5.380952381;6.904761905;4.333333333;5.476190476;4.904761905;2;28;0;8;0;0;0;3;3;7;0;0;0;2;5;2;0;7;6;9;7;10;8;7;6;6;8;9;6;9;9;8;8;6;4;6;0;23;18;21;18;10;10;30;15;15;20;10;10;15;25;20;15;15;10;7;10;9;9;9;7;9;9;8;9;0.238095238;5.761904762;6.904761905;6.904761905;6.047619048;5.571428571;4.857142857;5.619047619;5.571428571;0;3;25;15;20;15;15;10;7;9;9;8;9;4;1;2;0;0;0;0;0;0;24;15;18;18;10;15;30;15;15;20;10;10;15;20;20;15;15;15;7;10;10;8;9;7;9;9;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
322;1;0;1;1;13;9;1;1;5;5;336;0.222222222;0;0.222222222;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.222222222;6.444444444;6.777777778;6.888888889;6.111111111;6.222222222;4.555555556;5.666666667;4.222222222;1.888888889;34;0;3;0;0;0;4;2;1;0;0;0;2;2;2;0;2;8;7;7;6;6;6;9;3;6;7;2;8;8;8;8;3;1;9;0;2;60;15;8;5;10;30;30;20;5;5;10;40;30;10;10;0;10;5;9;8;7;7;4;9;7;7;6;0.444444444;7.777777778;0;10;9;0.888888889;6.222222222;9;4.333333333;0.111111111;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;5;65;15;5;5;5;0;60;10;15;0;15;0;40;0;30;0;30;10;50;10;10;0;20;2;8;8;6;4;3;8;6;6;5
323;2;0;3;1;13;9;5;5;5;5;336;0.333333333;0;0.222222222;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.555555556;7.777777778;7.888888889;7.333333333;5.777777778;6.555555556;5.666666667;6.777777778;5.555555556;2;25;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;3;0;5;1;13;9;4;4;5;5;336;0.444444444;0;0.333333333;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.444444444;7.111111111;7.333333333;7;7.666666667;6;7;7.111111111;6;2;23;0;3;0;0;0;2;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;4;0;7;1;13;9;6;6;5;5;336;0.333333333;0;0.111111111;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.333333333;6.222222222;7.777777778;7.333333333;8.111111111;7;6;6.888888889;5.666666667;2;30;0;3;0;0;0;3;2;4;0;0;0;2;6;2;0;3;5;7;9;9;9;9;7;7;7;9;7;9;9;9;9;4;6;6;0;10;20;20;10;10;30;30;20;10;20;10;10;30;20;10;20;10;10;7;9;7;8;8;7;9;8;7;8;1;6.444444444;6.555555556;7.111111111;6.555555556;6.222222222;5.222222222;5.777777778;4.666666667;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;10;20;20;10;10;30;30;10;10;20;10;20;30;10;10;20;10;20;7;8;8;6;7;7;7;7;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
326;5;0;9;1;13;9;3;3;5;5;336;0.222222222;0;0;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.222222222;4.888888889;8.222222222;7.111111111;6.666666667;6.555555556;5.777777778;5;5.111111111;2;36;0;9;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
327;6;0;11;1;13;9;9;9;5;5;336;0;0;0.333333333;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.888888889;8.333333333;7.555555556;7.888888889;8.111111111;7.444444444;7.111111111;7.777777778;6.666666667;2;29;0;13;0;0;0;2;2;7;0;0;0;2;6;3;0;7;1;1;5;10;8;7;7;1;6;10;1;9;8;9;9;1;5;5;0;15;10;20;20;20;15;15;10;20;20;20;15;50;10;10;10;0;20;7;7;9;8;10;8;8;8;8;10;0;7.666666667;8.111111111;7.888888889;8.222222222;7;6.111111111;7.777777778;2.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0;15;10;25;10;20;20;25;10;20;15;10;20;50;10;5;15;5;15;8;9;8;8;10;5;8;6;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;7;0;13;1;13;9;2;2;5;5;336;0.111111111;0;0.333333333;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.555555556;7.333333333;7.777777778;7.555555556;7;6.888888889;6.222222222;6.555555556;5.555555556;2;30;0;9;0;0;0;2;1;1;0;0;0;2;3;1;0;2;8;3;10;10;10;10;10;1;5;10;7;10;10;10;10;5;10;6;0;22;12;30;25;10;1;30;5;30;5;20;10;10;10;20;40;10;10;7;10;8;10;10;9;10;10;8;8;0.444444444;7;7.444444444;7.777777778;7.777777778;7.666666667;6.333333333;7.777777778;5.777777778;0;2;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;30;15;30;15;5;5;40;10;20;10;10;10;40;10;20;10;10;10;8;9;9;9;9;8;10;10;7;7;0;0;0;0;0;30;20;20;10;10;10;10;30;30;10;10;10;40;10;20;10;10;10;30;10;30;20;5;5;9;10;10;8;9;9;10;10;7;7
329;8;0;15;1;13;9;10;10;5;5;336;0;0;0.333333333;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.333333333;5;6.888888889;6.777777778;4.777777778;5.222222222;4.888888889;5.222222222;5;2;29;0;9;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;9;0;17;1;13;9;7;7;5;5;336;0.111111111;0;0.222222222;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.555555556;7.555555556;7.222222222;7.888888889;7.444444444;7.333333333;6.111111111;6.444444444;5.555555556;2;22;0;5;0;0;0;4;3;3;0;0;0;1;7;3;0;10;8;7;7;8;5;5;2;2;9;5;7;2;8;4;9;5;2;7;0;15;25;15;20;10;15;25;10;10;25;10;20;50;10;5;15;5;15;8;10;9;7;9;9;9;9;9;9;0.222222222;5.444444444;8.222222222;7.777777778;5.777777778;7.222222222;4.444444444;4.777777778;8.222222222;0;2;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;20;20;15;20;10;15;40;5;10;25;5;15;50;5;10;20;5;10;8;10;8;9;9;9;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;10;0;19;1;13;9;8;8;5;5;336;0;0;0.333333333;20.66666667;2.555555556;24.11111111;9.666666667;14.66666667;11.88888889;10.11111111;7.333333333;0.111111111;4.444444444;6.777777778;6;4.666666667;5.666666667;4.333333333;4.444444444;3.888888889;2;34;0;9;0;0;0;2;1;1;0;0;0;1;6;3;0;2;4;7;4;6;7;7;10;2;1;9;3;7;7;9;9;4;10;4;0;15;15;10;25;10;25;20;10;10;30;10;20;30;10;10;30;10;10;7;9;9;7;4;7;7;7;9;7;0.555555556;6.777777778;7.444444444;6.888888889;5.666666667;5.777777778;4.333333333;5.666666667;5.888888889;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;10;25;10;25;15;10;10;35;10;20;25;10;10;25;5;25;25;10;10;25;5;25;7;6;6;8;5;6;6;6;7;4
332;1;1;2;1;13;10;5.5;5.5;5.5;5.5;326.5;0.2;0;0.3;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.4;5.1;7.6;8.3;7.1;5.2;4.4;6.3;5.2;1.9;30;0;3;0;0;0;4;1;1;0;0;0;3;7;4;0;2;7;2;8;5;10;10;7;3;7;9;5;8;10;5;9;7;1;7;0;60;10;10;10;5;5;50;10;5;20;5;10;50;5;5;30;5;5;5;10;6;6;10;4;6;4;3;8;0.4;7;8.8;8.6;7.9;7.6;7.5;7.1;5.2;0.1;3;0;0;0;0;0;0;0;0;0;0;0;8;1;3;0;0;0;0;0;0;50;5;5;30;10;0;60;10;5;10;5;10;40;5;10;30;10;5;6;8;7;9;9;5;8;7;6;8;21;1;1;1;0;60;10;5;10;10;5;60;10;5;10;10;5;50;5;15;20;10;0;60;0;10;40;10;0;5;10;7;7;10;5;9;6;5;10
333;2;1;4;1;13;10;5.5;5.5;5.5;5.5;326.5;0.2;0;0.5;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.8;7.8;6.9;7.9;8.1;4.5;5.8;7.3;5.3;2;23;0;8;0;0;0;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;3;1;6;1;13;10;5.5;5.5;5.5;5.5;326.5;0;0;0.3;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.5;7.3;6.5;7.9;8;6.1;5.5;7.3;5.4;2;29;0;8;0;0;0;4;1;1;0;0;0;1;5;3;0;4;9;4;9;9;8;8;5;6;8;5;5;6;6;3;5;8;5;5;0;40;10;15;10;10;15;25;10;15;25;10;15;20;10;20;20;10;20;8;7;8;8;9;8;8;8;8;8;0.3;6.9;7.6;7.2;6.8;6.3;6.6;6.8;7.1;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;40;10;10;15;10;15;20;10;10;20;10;30;20;10;10;20;10;30;8;8;8;8;7;8;8;8;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
335;4;1;8;1;13;10;5.5;5.5;5.5;5.5;326.5;0.1;0;0.5;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.6;5.6;6.2;7.8;5.7;6.5;4.5;5.5;4.8;1.8;24;0;3;0;0;0;2;1;8;0;0;0;1;3;3;0;2;9;1;9;4;7;7;4;1;4;8;6;5;4;3;8;5;7;6;0;20;10;20;20;15;15;30;5;10;30;15;10;15;20;20;20;15;10;8;7;9;8;8;8;7;9;9;9;0.4;5.5;6.9;6;5.6;4.3;4.1;5.5;3.8;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;20;10;20;20;15;15;40;5;10;25;5;15;20;15;20;20;15;10;8;7;8;8;7;8;8;9;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
336;5;1;10;1;13;10;5.5;5.5;5.5;5.5;326.5;0.1;0;0.1;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.4;6.1;7;8;7.4;5.2;4.7;6.7;5.6;2;25;0;17;0;0;0;3;1;5;0;0;0;1;5;2;0;17;5;4;4;5;8;10;4;1;1;9;4;6;10;10;10;3;4;4;0;20;15;30;10;15;10;30;15;20;10;15;10;30;15;20;10;15;10;5;9;7;7;9;4;6;6;5;10;0.2;5.2;6;6.6;5.7;6.9;3.4;3.5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;25;20;25;10;10;10;25;20;25;10;10;10;25;20;25;10;10;10;4;8;6;7;8;5;6;6;5;7;0;0;0;0;0;50;20;20;3;3;4;50;20;20;3;3;4;50;20;20;3;3;4;50;20;20;3;3;4;5;5;5;5;5;5;5;5;5;5
337;6;1;12;1;13;10;5.5;5.5;5.5;5.5;326.5;0.3;0;0.5;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.4;5.9;7.5;8.2;7.2;6;5.5;6.5;5.7;2;28;0;5;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;7;1;14;1;13;10;5.5;5.5;5.5;5.5;326.5;0.2;0;0;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.3;4.8;6.8;8;5.8;5.9;3.4;5.2;4.3;2;27;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;8;1;16;1;13;10;5.5;5.5;5.5;5.5;326.5;0.4;0;0;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.7;7;6.6;7.7;7.8;7.3;5.8;7.2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;6.9;8;7.4;7.1;6.8;6.5;7.1;7.6;0;3;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;15;15;20;10;15;30;10;20;15;10;15;20;15;15;20;20;10;8;3;7;9;6;7;2;8;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;9;1;18;1;13;10;5.5;5.5;5.5;5.5;326.5;0.1;0;0;29.2;2.6;15.9;20.9;18.2;18.4;12;14.6;0.7;7;5.1;7;6.2;5;5.2;6.1;4.6;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;6.4;7.1;6.9;6.5;6.3;5.3;5.7;4.7;0;1;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;40;10;20;20;10;0;40;10;10;20;10;10;40;0;10;20;30;0;7;5;7;6;6;7;5;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;1;0;1;2;14;18;5;5;9.5;9.5;369.5;0.166666667;0;0.222222222;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.388888889;6.277777778;6.777777778;6.611111111;6.388888889;5.833333333;5.277777778;6.166666667;5.5;1.777777778;23;0;13;0;0;0;4;3;10;0;0;0;1;6;1;0;10;1;2;1;10;9;9;8;1;6;10;10;10;10;10;10;9;10;5;0;20;20;20;20;20;0;20;10;20;20;0;40;60;10;10;15;0;5;7;9;9;7;9;7;7;6;6;6;0.277777778;5.722222222;6.777777778;7.111111111;6.5;7;5.333333333;5.5;5.555555556;0;10;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;30;20;10;10;20;10;50;10;10;10;10;10;50;10;10;10;10;10;7;8;7;8;8;7;8;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;2;0;3;2;14;18;2;2;9.5;9.5;369.5;0.055555556;0;0.111111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.166666667;5.277777778;6;6;5.5;5.722222222;4.444444444;5.333333333;4.666666667;1.777777778;33;0;9;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;3;0;5;2;14;18;8;8;9.5;9.5;369.5;0.111111111;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.166666667;4.666666667;6.888888889;6.944444444;5.166666667;6.444444444;4.666666667;4.944444444;5.444444444;1.555555556;32;0;10;0;0;0;2;5;6;0;0;0;3;2;1;0;4;6;3;3;10;10;10;8;2;3;5;4;8;9;9;9;9;7;5;0;5;25;20;10;15;25;15;20;15;15;15;20;30;15;7;20;8;20;4;8;6;10;7;6;7;9;6;8;0.555555556;5.833333333;6.111111111;6.277777778;5.333333333;3.611111111;3.222222222;5.666666667;4.166666667;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;10;15;20;10;20;30;10;10;25;10;15;35;5;10;30;5;15;7;9;10;7;9;6;8;9;5;8;0;2;0;0;0;20;20;20;20;10;10;30;10;20;20;10;10;40;10;20;20;5;5;50;5;15;20;5;5;7;9;9;9;9;6;9;9;10;9
344;4;0;7;2;14;18;9;9;9.5;9.5;369.5;0.222222222;0;0.111111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.388888889;6.888888889;7.277777778;7.555555556;7.166666667;7.444444444;6.722222222;6.333333333;5.444444444;1.777777778;26;0;13;0;0;0;3;1;3;0;0;0;3;4;3;0;9;9;7;5;6;7;6;4;3;9;4;4;9;9;9;9;9;5;5;0;15;15;15;20;20;15;20;10;20;20;10;20;30;10;10;20;10;20;7;7;8;8;9;8;8;9;8;9;0.611111111;6.166666667;6.333333333;6.611111111;6.666666667;6.611111111;6.5;6.388888889;6.611111111;0;9;0;0;0;0;0;0;0;0;0;0;0;9;3;2;0;0;0;0;0;0;15;15;20;20;20;10;20;15;15;20;20;10;20;15;15;20;15;15;7;7;8;9;9;7;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;5;0;9;2;14;18;17;17;9.5;9.5;369.5;0.222222222;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.333333333;5.333333333;6.777777778;6.722222222;6.222222222;5.888888889;5.055555556;5.555555556;5.944444444;1.777777778;24;0;10;0;0;0;2;7;6;0;0;0;2;7;4;0;4;5;1;10;6;5;5;3;4;8;9;6;7;7;8;9;6;9;6;0;10;20;27;23;15;5;50;0;5;20;5;20;35;10;10;25;10;10;7;9;7;9;7;6;10;10;7;10;0.5;7;8.722222222;8.388888889;6.944444444;7.888888889;5.444444444;6.388888889;6.055555556;0;2;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;15;15;25;30;10;5;25;10;10;10;35;10;45;2;13;25;3;12;7;9;9;7;7;6;10;9;6;9;0;1;0;0;0;10;10;30;30;10;0;50;5;10;20;10;5;50;10;10;10;10;10;60;10;10;10;5;5;7;9;8;8;6;7;10;8;7;8
346;6;0;11;2;14;18;10;10;9.5;9.5;369.5;0.333333333;0;0;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.777777778;8.277777778;7.888888889;7.888888889;7.444444444;7.555555556;7.555555556;7.944444444;6.388888889;1.888888889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.388888889;6.777777778;7.611111111;7.888888889;7.166666667;7;5.666666667;6.944444444;4.444444444;0.111111111;5;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;35;15;15;10;10;15;50;10;5;20;5;10;50;10;5;20;5;10;6;6;6;6;7;5;5;5;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;7;0;13;2;14;18;14;14;9.5;9.5;369.5;0;0;0;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.055555556;2.666666667;5.388888889;4.888888889;3.5;3.833333333;2.222222222;3.166666667;3.277777778;1.666666667;26;0;9;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
