iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
330;9;0;17;1;13;9;7;7;3;1;332;0;0.11;1;30;4;60;10;10;10;5;5;0;756;722;789;744;733;611;644;556;200;22;MA in Quantitative Methods;5;Cal Berkeley;1 309.00;15 162.00;4;3;3;California (West Coast);0;0;1;7;3;not sure yet :);10;8;7;7;8;5;5;2;2;9;5;7;2;8;4;9;5;2;7;0;15;25;15;20;10;15;25;10;10;25;10;20;50;10;5;15;5;15;8;10;9;7;9;9;9;9;9;9;0;3;9;8;4;6;2;4;8;0;2;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;20;20;15;20;10;15;40;5;10;25;5;15;50;5;10;20;5;10;8;10;8;9;9;9;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;10;0;19;1;13;9;8;8;4;1;332;0;0.31;0;30;4;60;10;10;10;5;5;0;444;678;600;467;567;433;444;389;200;34;Early Childhood Education;9;Univ. of Connecticut;1 140.00;14 942.00;2;1;1;New Jersey;0;0;1;6;3;Early Childhood Ed. - College/univ. faculity;2;4;7;4;6;7;7;10;2;1;9;3;7;7;9;9;4;10;4;0;15;15;10;25;10;25;20;10;10;30;10;20;30;10;10;30;10;10;7;9;9;7;4;7;7;7;9;7;0;4;8;8;5;6;3;5;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;10;25;10;25;15;10;10;35;10;20;25;10;10;25;5;25;25;10;10;25;5;25;7;6;6;8;5;6;6;6;7;4
332;1;1;2;1;13;10;1;1;8;1;322;0;0.34;1;34;4;2;60;15;8;5;10;0;510;760;830;710;520;440;630;520;190;30;anthropology;3;university of wisconsin/la crosse;0;3 730.00;4;1;1;japan;0;0;3;7;4;medical examiner or researcher;2;7;2;8;5;10;10;7;3;7;9;5;8;10;5;9;7;1;7;0;60;10;10;10;5;5;50;10;5;20;5;10;50;5;5;30;5;5;5;10;6;6;10;4;6;4;3;8;0;7;7;7;7;7;7;7;1;1;3;0;0;0;0;0;0;0;0;0;0;0;8;1;3;0;0;0;0;0;0;50;5;5;30;10;0;60;10;5;10;5;10;40;5;10;30;10;5;6;8;7;9;9;5;8;7;6;8;21;1;1;1;0;60;10;5;10;10;5;60;10;5;10;10;5;50;5;15;20;10;0;60;0;10;40;10;0;5;10;7;7;10;5;9;6;5;10
333;2;1;4;1;13;10;1;1;6;1;322;0;0.47;0;34;4;2;60;15;8;5;10;1;780;690;790;810;450;580;730;530;200;23;MBA;8;Cornell University;1 360.00;26 062.00;2;5;3;Portland, OR;0;0;1;3;1;Investment Banking;7;10;5;10;7;3;1;10;5;3;8;2;4;8;2;4;3;6;7;0;50;5;15;20;10;0;35;15;10;20;5;15;20;15;10;20;20;15;7;4;7;9;9;8;6;10;7;8;0;6;6;7;7;5;4;7;5;0;2;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;35;5;20;20;10;10;30;10;10;30;10;10;25;15;10;20;10;20;7;6;9;7;9;8;7;9;7;8;0;0;0;0;0;45;5;10;15;15;10;40;0;20;20;10;10;45;5;15;25;5;5;30;15;15;20;15;5;8;7;9;7;8;8;8;10;7;9
334;3;1;6;1;13;10;1;1;4;1;322;0;-0.17;1;34;4;2;60;15;8;5;10;0;730;650;790;800;610;550;730;540;200;29;MBA;8;Trinity College;1 270.00;26 786.00;4;1;1;New York/South Korea/Japan;0;0;1;5;3;Healthcare;4;9;4;9;9;8;8;5;6;8;5;5;6;6;3;5;8;5;5;0;40;10;15;10;10;15;25;10;15;25;10;15;20;10;20;20;10;20;8;7;8;8;9;8;8;8;8;8;0;6;7;6;6;6;6;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;40;10;10;15;10;15;20;10;10;20;10;30;20;10;10;20;10;30;8;8;8;8;7;8;8;8;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
335;4;1;8;1;13;10;1;1;10;1;322;0;0.18;0;34;4;2;60;15;8;5;10;0;560;620;780;570;650;450;550;480;180;24;Psychology;3;Georgetown University;1 400.00;25 425.00;2;1;8;Michigan;0;0;1;3;3;research;2;9;1;9;4;7;7;4;1;4;8;6;5;4;3;8;5;7;6;0;20;10;20;20;15;15;30;5;10;30;15;10;15;20;20;20;15;10;8;7;9;8;8;8;7;9;9;9;0;5;4;4;2;2;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;20;10;20;20;15;15;40;5;10;25;5;15;20;15;20;20;15;10;8;7;8;8;7;8;8;9;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
336;5;1;10;1;13;10;1;1;5;1;322;0;0.48;0;34;4;2;60;15;8;5;10;0;610;700;800;740;520;470;670;560;200;25;Architecture;17;Florida International University;1 110.00;10 450.00;3;1;5;Miami;0;0;1;5;2;Architecture and design;17;5;4;4;5;8;10;4;1;1;9;4;6;10;10;10;3;4;4;0;20;15;30;10;15;10;30;15;20;10;15;10;30;15;20;10;15;10;5;9;7;7;9;4;6;6;5;10;0;6;8;8;8;8;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;25;20;25;10;10;10;25;20;25;10;10;10;25;20;25;10;10;10;4;8;6;7;8;5;6;6;5;7;0;0;0;0;0;50;20;20;3;3;4;50;20;20;3;3;4;50;20;20;3;3;4;50;20;20;3;3;4;5;5;5;5;5;5;5;5;5;5
337;6;1;12;1;13;10;1;1;2;1;322;1;0.57;0;34;4;2;60;15;8;5;10;1;590;750;820;720;600;550;650;570;200;28;Urban Planning;5;Texas A&M;1 178.00;10 052.00;2;1;1;Dallas, Texas;0;0;1;5;3;Civil Engineer;5;9;9;8;8;8;7;5;4;6;7;5;7;8;7;6;4;4;5;0;17;17;17;17;16;16;20;16;16;16;16;16;16;17;17;17;17;16;6;6;6;6;6;6;6;6;6;6;1;9;9;9;7;7;6;8;7;0;5;0;0;0;0;0;0;0;0;0;0;0;9;3;3;0;0;0;0;0;0;17;17;16;17;16;17;20;16;16;16;16;16;16;17;17;17;17;16;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;7;1;14;1;13;10;1;1;3;1;322;0;0.42;0;34;4;2;60;15;8;5;10;0;480;680;800;580;590;340;520;430;200;27;Urban Planning;5;Rizvi College of Architecture, Bombay University;0;0;6;1;1;Bombay, India;0;0;1;4;2;Real Estate Consulting;7;4;2;7;6;8;8;8;6;6;8;4;10;10;7;7;5;10;2;0;10;20;25;20;20;5;25;5;20;25;10;15;25;10;20;25;10;10;7;9;7;9;10;7;9;9;7;9;0;6;6;6;5;6;5;5;5;0;4;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;15;20;20;15;20;10;25;15;10;25;10;15;15;20;20;20;15;10;7;9;9;8;10;7;9;8;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;8;1;16;1;13;10;1;1;1;1;322;1;0;0;34;4;2;60;15;8;5;10;1;700;660;770;780;730;580;720;600;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;7;7;8;9;7;8;7;0;3;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;15;15;20;10;15;30;10;20;15;10;15;20;15;15;20;20;10;8;3;7;9;6;7;2;8;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;9;1;18;1;13;10;1;1;9;1;322;0;0;0;34;4;2;60;15;8;5;10;1;700;510;700;620;500;520;610;460;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;8;5;6;5;5;4;0;1;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;40;10;20;20;10;0;40;10;10;20;10;10;40;0;10;20;30;0;7;5;7;6;6;7;5;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;1;0;1;2;14;18;5;5;2;1;361;0;0.71;0;34;2;30;20;30;5;5;10;0;628;678;661;639;583;528;617;550;178;23;Political Science;13;Barnard College;1 330.00;24 036.00;4;3;10;New Jersey;8816;0;1;6;1;undecided;10;1;2;1;10;9;9;8;1;6;10;10;10;10;10;10;9;10;5;0;20;20;20;20;20;0;20;10;20;20;0;40;60;10;10;15;0;5;7;9;9;7;9;7;7;6;6;6;0;4;3;6;3;6;1;5;4;0;10;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;30;20;10;10;20;10;50;10;10;10;10;10;50;10;10;10;10;10;7;8;7;8;8;7;8;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;2;0;3;2;14;18;2;2;17;1;361;0;0.47;0;34;2;30;20;30;5;5;10;0;528;600;600;550;572;444;533;467;178;33;Ed.D. in higher education policy at TC;9;University of Michigan-Ann Arbor;1 290.00;21 645.00;3;2;1;Palo Alto, CA;0;0;1;6;3;University President;2;3;4;4;10;9;10;1;1;8;7;10;8;10;1;4;10;4;2;0;40;15;25;5;15;0;55;10;5;15;5;10;70;5;5;15;5;0;10;10;10;10;10;10;10;10;10;10;0;4;6;10;4;10;0;4;3;0;6;0;0;0;0;0;0;0;0;0;0;0;9;1;2;0;0;0;0;0;0;60;10;10;10;10;0;45;25;5;25;0;0;65;5;5;25;0;0;10;10;10;9;10;10;9;10;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;3;0;5;2;14;18;8;8;5;1;361;1;0.54;1;34;2;30;20;30;5;5;10;1;467;689;694;517;644;467;494;544;156;32;Epidemiology;10;University of Pennsylvania;1 400.00;26 630.00;2;5;6;New York;10001;25 831.00;3;2;1;Epidemiologist;4;6;3;3;10;10;10;8;2;3;5;4;8;9;9;9;9;7;5;0;5;25;20;10;15;25;15;20;15;15;15;20;30;15;7;20;8;20;4;8;6;10;7;6;7;9;6;8;1;3;5;5;5;5;5;5;10;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;10;15;20;10;20;30;10;10;25;10;15;35;5;10;30;5;15;7;9;10;7;9;6;8;9;5;8;0;2;0;0;0;20;20;20;20;10;10;30;10;20;20;10;10;40;10;20;20;5;5;50;5;15;20;5;5;7;9;9;9;9;6;9;9;10;9
344;4;0;7;2;14;18;9;9;6;1;361;0;0.09;0;34;2;30;20;30;5;5;10;0;689;728;756;717;744;672;633;544;178;26;International Security Policy - SIPA;13;Univ of New Mexico;1 060.00;11 424.00;3;1;3;New Mexico;87110;28 759.00;3;4;3;Security Policy - Homeland Defense;9;9;7;5;6;7;6;4;3;9;4;4;9;9;9;9;9;5;5;0;15;15;15;20;20;15;20;10;20;20;10;20;30;10;10;20;10;20;7;7;8;8;9;8;8;9;8;9;1;6;9;9;8;9;7;8;9;0;9;0;0;0;0;0;0;0;0;0;0;0;9;3;2;0;0;0;0;0;0;15;15;20;20;20;10;20;15;15;20;20;10;20;15;15;20;15;15;7;7;8;9;9;7;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;5;0;9;2;14;18;17;17;12;1;361;0;0.41;1;34;2;30;20;30;5;5;10;0;533;678;672;622;589;506;556;594;178;24;Nutrition;10;Biological Sciences;0;0;2;7;6;Brooklyn;11235;25 401.00;2;7;4;Nutritionist;4;5;1;10;6;5;5;3;4;8;9;6;7;7;8;9;6;9;6;0;10;20;27;23;15;5;50;0;5;20;5;20;35;10;10;25;10;10;7;9;7;9;7;6;10;10;7;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;15;15;25;30;10;5;25;10;10;10;35;10;45;2;13;25;3;12;7;9;9;7;7;6;10;9;6;9;0;1;0;0;0;10;10;30;30;10;0;50;5;10;20;10;5;50;10;10;10;10;10;60;10;10;10;5;5;7;9;8;8;6;7;10;8;7;8
346;6;0;11;2;14;18;10;10;7;1;361;0;0;0;34;2;30;20;30;5;5;10;0;828;789;789;744;756;756;794;639;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;8;5;5;1;5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;35;15;15;10;10;15;50;10;5;20;5;10;50;10;5;20;5;10;6;6;6;6;7;5;5;5;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;7;0;13;2;14;18;14;14;10;1;361;0;0.08;0;34;2;30;20;30;5;5;10;0;267;539;489;350;383;222;317;328;167;26;EDUCATION;9;HOWARD UNIVERSITY;0;10 222.00;1;1;1;WASHINGTON, D.C.;20001;19 264.00;5;6;1;GOVERNOR;13;1;1;2;10;3;3;1;1;8;2;5;3;8;1;7;10;1;5;0;30;5;10;20;30;5;30;5;10;20;30;5;30;5;10;20;30;5;8;6;10;10;10;10;2;10;8;9;0;4;1;5;4;4;5;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;8;0;15;2;14;18;16;16;11;1;361;0;0.63;0;34;2;30;20;30;5;5;10;0;444;706;678;622;594;483;511;572;189;21;EDUCATION;9;UC, IRVINE!!!!!!!!!;1 157.00;15 260.00;4;3;3;CALIFORNIA;92683;41 778.00;2;6;1;EDUCATION ADMINISTRATION;2;3;5;1;10;10;10;2;1;9;10;7;10;7;7;7;10;5;5;0;15;25;15;15;15;15;25;15;15;15;15;15;25;15;15;15;15;15;6;10;10;10;10;5;8;8;8;8;1;8;10;10;7;10;6;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;10;20;20;10;20;20;10;20;20;10;20;20;10;20;20;10;20;20;7;7;7;7;7;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;9;0;17;2;14;18;7;7;4;1;361;0;0.5;1;34;2;30;20;30;5;5;10;0;772;767;711;728;694;572;661;556;161;33;Organizational Psychology;3;Augustana College;1 180.00;18 720.00;2;1;7;New York;66614;35 963.00;1;4;2;Director of Training and Development;7;2;3;10;8;7;8;7;1;6;7;4;8;8;8;9;6;7;6;0;25;20;10;20;20;5;15;20;20;10;25;10;50;5;20;30;5;0;7;8;8;9;7;8;7;8;9;9;0;2;8;5;2;8;0;3;10;0;5;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;27;15;15;23;10;10;15;15;15;15;20;20;30;15;15;25;5;10;8;9;9;8;7;8;4;5;7;4;0;3;1;1;0;25;15;10;20;20;10;30;20;5;20;5;20;15;15;10;20;20;20;35;15;10;20;5;15;8;8;9;8;7;9;5;6;8;7
350;10;0;19;2;14;18;3;3;18;1;361;0;0.51;1;34;2;30;20;30;5;5;10;1;767;778;761;728;711;639;672;600;200;31;Applied Physiology & Nutrition;10;University of Akron, OH;1 014.00;11 132.00;2;9;5;New Jersey;7760;0;2;7;3;Private practice Dietician;4;9;2;10;9;8;8;8;7;7;9;9;9;9;9;9;5;7;6;0;12;25;25;8;15;15;15;15;15;15;25;15;30;5;10;25;5;25;7;10;6;8;8;7;9;7;4;8;0;4;9;9;4;9;6;8;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;11;0;21;2;14;18;11;11;8;1;361;0;0.8;0;34;2;30;20;30;5;5;10;0;650;700;667;522;578;467;556;500;189;35;music education;9;ucla;1 290.00;15 309.00;4;1;3;Taiwan;90504;0;2;5;4;music educator, performer;2;5;2;5;10;10;10;7;2;3;10;3;10;10;10;10;5;5;8;0;15;15;30;15;15;10;30;10;10;30;10;10;30;10;10;30;10;10;8;10;7;8;9;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;3;0;0;0;0;0;0;15;20;20;15;15;15;30;10;10;30;10;10;30;10;10;30;10;10;6;9;9;9;9;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;12;0;23;2;14;18;12;12;9;1;361;0;0.41;0;34;2;30;20;30;5;5;10;0;589;794;700;528;550;461;528;567;189;29;Music Education;9;Berklee College Of Music;0;17 715.00;6;6;6;Taiwan;2115;0;2;4;3;Artist;6;8;5;10;10;10;10;8;4;5;5;8;9;9;10;10;7;7;9;0;20;20;20;10;10;20;20;20;20;10;15;15;20;20;15;10;15;20;9;10;9;9;8;9;9;9;8;9;0;6;6;7;6;6;5;6;6;0;5;0;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0;0;0;0;0;20;20;10;15;10;15;20;15;20;15;15;15;20;20;15;15;15;15;6;10;7;8;7;6;9;7;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;13;0;25;2;14;18;13;13;10;1;361;0;0.53;0;34;2;30;20;30;5;5;10;0;439;694;600;428;472;317;394;456;178;25;music education;9;Shia-Chian University;0;0;4;7;7;Taiwan;11373;0;1;2;1;teacher;2;3;4;5;8;9;9;8;8;5;6;4;9;9;8;9;8;5;5;0;15;10;25;25;10;15;15;10;25;25;10;15;18;18;19;19;18;18;6;6;6;6;6;8;8;8;8;8;0;4;4;5;4;5;0;4;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;14;0;27;2;14;18;19;19;14;1;361;0;0.26;1;34;2;30;20;30;5;5;10;0;683;717;700;783;717;733;644;656;178;22;Clinical Psychology;3;Loyola College in Maryland;1 210.00;23 500.00;2;9;8;Manhattan;10128;49 409.00;1;6;1;Clinical Psychology;3;10;10;10;10;8;8;1;1;1;8;10;10;10;10;10;10;6;7;0;20;10;20;20;20;10;25;5;20;15;17;18;40;5;10;25;15;15;7;7;10;8;8;7;8;8;10;8;0;1;10;4;6;6;4;5;6;0;12;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;15;15;15;20;15;20;20;15;15;15;15;20;25;15;10;20;15;15;7;8;8;10;9;6;8;9;10;9;1;4;0;0;0;15;15;15;20;15;20;10;10;20;20;20;20;20;15;15;15;20;15;25;10;15;20;10;20;7;8;9;10;9;6;8;8;10;8
355;15;0;29;2;14;18;20;20;15;1;361;0;0.41;1;34;2;30;20;30;5;5;10;0;683;700;639;667;633;567;633;606;156;24;Clinical Psychology;3;University of Delaware;1 160.00;14 380.00;2;10;2;NJ;8225;0;1;4;3;Clinical Psychologist;3;9;1;7;8;7;7;7;1;9;9;2;9;9;9;9;9;2;7;0;50;20;10;5;10;5;50;20;10;5;10;5;60;10;5;20;5;0;6;10;8;8;8;6;6;7;8;8;0;4;8;7;9;8;7;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;50;10;20;10;10;0;50;10;20;10;10;0;60;5;5;20;10;0;6;7;7;8;9;6;6;7;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
356;16;0;31;2;14;18;4;4;1;1;361;0;0.14;1;34;2;30;20;30;5;5;10;0;344;383;394;278;344;300;344;306;100;27;Counseling Psychology;3;Lafayette College;1 260.00;24 921.00;2;2;4;Pennsylvania;18103;31 516.00;1;7;2;Psychologist;3;10;9;8;10;8;5;7;1;5;8;9;8;9;7;10;5;6;4;0;15;25;20;20;0;20;30;10;15;15;30;0;50;0;20;25;0;5;7;10;8;9;6;7;10;9;7;9;0;4;8;7;5;0;5;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;20;25;20;10;5;20;40;0;20;10;30;0;60;0;15;15;0;10;7;10;9;8;7;6;8;9;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;17;0;33;2;14;18;6;6;3;1;361;0;0.53;0;34;2;30;20;30;5;5;10;0;717;750;750;656;650;539;672;650;189;27;education;9;wellesley college;1 341.00;25 504.00;4;10;10;atlanta, ga;30071;36 223.00;1;4;2;education;2;2;6;10;10;10;10;8;1;7;10;6;10;8;7;7;8;1;1;0;15;20;20;20;20;5;15;20;15;20;10;20;60;0;5;20;0;15;6;10;7;7;6;7;7;6;6;6;0;2;6;6;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;20;10;30;20;15;15;25;15;15;20;5;20;30;10;10;30;0;20;6;7;6;6;6;6;7;6;5;5;0;2;1;1;1;10;20;30;15;20;5;20;20;30;15;15;0;20;20;15;20;5;20;30;10;0;30;0;30;6;8;7;7;8;6;7;6;5;5
358;18;0;35;2;14;18;18;18;13;1;361;0;0.23;0;34;2;30;20;30;5;5;10;0;700;717;794;622;806;594;639;572;178;26;MBA;8;UC Berkeley;1 309.00;15 162.00;4;1;1;California and New York;95008;43 367.00;1;5;3;Marketing or Strategy and Business Development;7;6;2;7;10;4;5;2;4;9;9;6;5;8;4;5;7;3;5;0;20;10;25;25;10;10;30;5;25;10;25;5;40;5;10;10;5;30;8;7;8;8;7;8;7;8;8;7;0;6;7;8;6;8;6;6;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;19;0;37;2;14;18;15;15;11;1;361;0;0.44;1;34;2;30;20;30;5;5;10;0;500;606;611;472;589;411;428;428;167;26;Communications in Education;6;Hampshire College;1 250.00;26 871.00;2;1;5;California;11104;27 503.00;2;6;3;reorganizing society. no, I am not being flip.;9;2;1;1;7;2;2;6;8;1;10;3;7;8;8;8;1;4;2;0;9;17;23;15;14;22;25;13;10;13;25;14;25;7;8;25;10;25;7;10;2;9;8;4;8;8;4;2;1;5;8;8;6;0;7;6;8;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;12;18;25;13;7;25;25;10;10;25;20;10;25;10;10;25;12;18;7;10;9;4;8;4;9;8;2;4;1;1;1;1;1;10;20;25;10;12;23;15;10;28;10;10;27;30;10;10;20;15;15;30;10;10;25;10;15;7;10;9;2;5;6;9;9;1;2
